chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAllelePloidy	minorAllelePloidyDeviation	observedTumorRatio	observedNormalRatio	majorAllelePloidy	majorAllelePloidyDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	svCluster	eventPenalty	minStart	maxStart
chr1	72812001	74437000	DIPLOID	851	0.5368	1.0000	0.2000	0.9557	0.9971	1.0144	0.2000	0.2147	2.0144	0.0000	0.0000	2.0155	true	NONE	1550	0.5036	0.3495	false	1.0043	72766001	72812001
chr1	74437001	74438000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2581	0.2412	0.2659	3.0335	0.0000	0.2659	0.0000	0.0000	0.5550	true	NONE	1	1.0000	0.2690	false	1.5202	74437001	74437001
chr1	74438001	76901000	DIPLOID	380	0.5350	1.0000	0.2000	0.9578	1.0071	1.0194	0.2000	0.2140	2.0194	0.0000	0.0000	2.0167	true	NONE	2269	0.5048	0.3716	false	1.0058	74437001	74438001
chr1	76901001	76903000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4818	0.4455	0.8264	1.9282	0.0000	0.8264	0.0000	0.0000	1.0377	true	NONE	2	1.0000	0.3365	false	1.3521	76901001	76901001
chr1	76903001	77833000	DIPLOID	182	0.5347	1.0000	0.2000	0.9644	1.0037	1.0360	0.2264	0.2280	2.0360	0.0000	0.0000	2.0346	true	NONE	864	0.5089	0.3801	false	1.0108	76901001	76903001
chr1	77833001	77834000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1775	0.2312	0.0639	2.1840	0.0000	0.0639	0.0000	0.0000	0.3568	true	NONE	1	1.0000	0.2360	false	1.5808	77833001	77833001
chr1	77834001	78499000	DIPLOID	10	0.5294	0.9474	0.3254	0.9290	0.9938	1.0000	0.2000	0.2782	1.9474	0.0000	0.0000	1.9497	true	NONE	637	0.5135	0.3898	false	1.0158	77833001	77834001
chr1	78499001	84712000	DIPLOID	1247	0.5362	1.0000	0.2000	0.9644	1.0019	1.0360	0.2264	0.2286	2.0360	0.0000	0.0000	2.0353	true	NONE	5541	0.5089	0.3616	false	1.0108	78499001	78499001
chr1	84712001	84716000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5023	0.4306	0.8781	1.5218	0.0000	0.8781	0.0000	0.0000	1.0950	true	NONE	4	1.0000	0.3535	false	1.3366	84712001	84712001
chr1	84716001	85975000	DIPLOID	336	0.5363	1.0000	0.2000	0.9622	0.9998	1.0307	0.2000	0.2145	2.0307	0.0000	0.0000	2.0307	true	NONE	1223	0.5075	0.3974	false	1.0092	84712001	84716001
chr1	85975001	86006000	AMPLIFICATION	0	0.0000	2.0000	0.2000	1.9101	1.9593	2.4062	0.9988	0.0000	4.4062	0.0000	0.0000	4.0408	true	NONE	26	0.5461	0.3879	false	1.4219	85975001	85980001
chr1	86006001	86401000	DIPLOID	97	0.5455	0.8986	0.5818	0.9561	0.9998	1.1166	0.6479	0.6708	2.0152	0.0000	0.0000	2.0152	true	NONE	347	0.5541	0.3782	false	1.0654	85975001	86006001
chr1	86401001	86404000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5110	0.4684	0.8997	1.3030	0.0000	0.8997	0.0000	0.0000	1.1023	true	NONE	3	1.0000	0.4200	false	1.3301	86401001	86401001
chr1	86404001	87348000	DIPLOID	96	0.5465	0.8959	0.5937	0.9560	0.9957	1.1190	0.6577	0.6839	2.0150	0.0000	0.0000	2.0166	true	NONE	855	0.5554	0.3774	false	1.0669	86401001	86404001
chr1	87348001	87578000	DIPLOID	1	0.7949	0.0981	0.5663	0.5614	0.9913	0.9280	0.9770	1.2268	1.0261	0.0000	0.0000	1.0294	true	NONE	218	0.9044	0.3668	false	1.2922	87348001	87348001
chr1	87578001	91852000	DIPLOID	620	0.5367	1.0000	0.2000	0.9626	1.0031	1.0316	0.2000	0.2147	2.0316	0.0000	0.0000	2.0304	true	NONE	3990	0.5078	0.3883	false	1.0095	87578001	87578001
chr1	91852001	91853000	NOISE	0	0.0000	69.3832	0.9978	56.1649	81.2030	71.0000	0.2000	0.0000	140.3832	0.0000	0.0000	109.8297	true	NONE	1	0.5058	0.3640	false	42.2150	91852001	91852001
chr1	91853001	92375000	DIPLOID	125	0.5366	1.0000	0.2000	0.9551	0.9981	1.0129	0.2000	0.2146	2.0129	0.0000	0.0000	2.0136	true	NONE	497	0.5032	0.4145	false	1.0039	91852001	91854001
chr1	92375001	92376000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3622	0.4650	0.5268	2.7095	0.0000	0.5268	0.0000	0.0000	0.7306	true	NONE	1	1.0000	0.3850	false	1.4420	92375001	92375001
chr1	92376001	93354000	DIPLOID	0	0.0000	0.9081	0.5365	0.9133	0.9773	1.0000	0.2000	0.0000	1.9081	0.0000	0.0000	1.9168	true	NONE	894	0.5241	0.3942	false	1.0276	92375001	92376001
chr1	93354001	94288000	DIPLOID	0	0.0000	1.0000	0.2000	0.9537	0.9924	1.0092	0.2000	0.0000	2.0092	0.0000	0.0000	2.0121	true	NONE	879	0.5023	0.4038	false	1.0028	93354001	93354001
chr1	94288001	94289000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2754	0.3469	0.3093	3.0089	0.0000	0.3093	0.0000	0.0000	0.5581	true	NONE	1	1.0000	0.4940	false	1.5072	94288001	94288001
chr1	94289001	95522000	DIPLOID	91	0.5376	1.0000	0.2000	0.9685	1.0014	1.0463	0.2880	0.2624	2.0463	0.0000	0.0000	2.0457	true	NONE	1151	0.5113	0.4160	false	1.0139	94288001	94291001
chr1	95522001	95526000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4758	0.4925	0.8117	2.0168	0.0000	0.8117	0.0000	0.0000	1.0050	true	NONE	4	1.0000	0.4012	false	1.3565	95522001	95522001
chr1	95526001	97489000	DIPLOID	119	0.5412	1.0000	0.2000	0.9628	1.0039	1.0321	0.2024	0.2178	2.0321	0.0000	0.0000	2.0307	true	NONE	1841	0.5079	0.3749	false	1.0096	95522001	95526001
chr1	97489001	97571000	DIPLOID	0	0.0000	1.0000	0.2000	0.9653	1.0031	1.0383	0.2401	0.0000	2.0383	0.0000	0.0000	2.0371	true	NONE	82	0.5094	0.3689	false	1.0115	97489001	97489001
chr1	97571001	97606000	DIPLOID	0	0.0000	0.4827	0.9999	0.5745	0.9948	0.5763	2.6342	0.0000	1.0589	0.0000	0.0000	1.0609	true	NONE	35	0.5442	0.3670	false	1.2823	97571001	97571001
chr1	97606001	97722000	DIPLOID	14	0.8583	0.0085	0.2000	0.5604	0.9936	1.0150	0.2000	0.3433	1.0234	0.0000	0.0000	1.0259	true	NONE	113	0.9917	0.3573	false	1.3020	97606001	97606001
chr1	97722001	97790000	DIPLOID	0	0.0000	0.4804	0.9999	0.5726	1.0168	0.5736	2.6383	0.0000	1.0540	0.0000	0.0000	1.0476	true	NONE	55	0.5442	0.3521	false	1.2838	97722001	97722001
chr1	97790001	97834000	DIPLOID	0	0.0000	1.0000	0.2000	0.9698	0.9989	1.0496	0.3080	0.0000	2.0496	0.0000	0.0000	2.0500	true	NONE	39	0.5121	0.3572	false	1.0149	97790001	97790001
chr1	97834001	101718000	DIPLOID	479	0.5361	1.0000	0.2000	0.9626	0.9990	1.0315	0.2000	0.2144	2.0315	0.0000	0.0000	2.0318	true	NONE	3669	0.5077	0.3679	false	1.0094	97834001	97834001
chr1	101718001	101722000	HET_DELETION	0	0.0000	0.5519	0.9997	0.6351	0.7573	0.6589	2.4987	0.0000	1.2107	0.0000	0.0000	1.3032	true	NONE	4	0.5442	0.3730	false	1.2368	101718001	101718001
chr1	101722001	105300000	DIPLOID	631	0.5361	1.0000	0.2000	0.9532	0.9966	1.0080	0.2000	0.2144	2.0080	0.0000	0.0000	2.0093	true	NONE	2986	0.5020	0.3505	false	1.0024	101718001	101722001
chr1	105300001	105301000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3791	0.4103	0.5692	2.6451	0.0000	0.5692	0.0000	0.0000	0.7938	true	NONE	1	1.0000	0.5000	false	1.4292	105300001	105300001
chr1	105301001	106016000	DIPLOID	246	0.5403	0.9661	0.2132	0.9365	0.9912	1.0000	0.2000	0.2233	1.9661	0.0000	0.0000	1.9695	true	NONE	664	0.5086	0.3401	false	1.0102	105300001	105301001
chr1	106016001	106020000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0000	0.0050	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	1	1.0000	0.3390	false	1.6000	106016001	106019001
chr1	106020001	106021000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0029	0.0050	-0.3737	2.4971	0.0000	-0.3737	0.0000	0.0000	0.0054	true	NONE	1	1.0000	0.3110	false	1.7121	106020001	106020001
chr1	106021001	107631000	DIPLOID	191	0.5408	0.9896	0.2000	0.9458	0.9955	1.0000	0.2000	0.2163	1.9896	0.0000	0.0000	1.9913	true	NONE	1521	0.5026	0.3510	false	1.0031	106016001	106023001
chr1	107631001	107632000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4183	0.4868	0.6674	2.4830	0.0000	0.6674	0.0000	0.0000	0.8629	true	NONE	1	1.0000	0.2400	false	1.3998	107631001	107631001
chr1	107632001	108113000	DIPLOID	82	0.5459	0.9164	0.4953	0.9727	1.0047	1.1404	0.7376	0.6731	2.0569	0.0000	0.0000	2.0551	true	NONE	474	0.5545	0.3807	false	1.0672	107631001	107632001
chr1	108113001	108114000	NOISE	2	0.5244	7.8772	0.6729	6.8860	4.5590	9.0000	0.2000	0.4578	16.8772	0.0000	0.0000	15.5214	true	NONE	1	0.5333	0.5100	false	5.1632	108113001	108113001
chr1	108114001	108733000	DIPLOID	166	0.5389	1.0000	0.2000	0.9634	0.9956	1.0336	0.2113	0.2216	2.0336	0.0000	0.0000	2.0353	true	NONE	583	0.5083	0.3836	false	1.0101	108113001	108114001
chr1	108733001	108737000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5104	0.4943	0.8982	1.3197	0.0000	0.8982	0.0000	0.0000	1.0908	true	NONE	4	1.0000	0.4388	false	1.3305	108733001	108733001
chr1	108737001	109446000	DIPLOID	14	0.5327	0.9848	0.2000	0.9439	0.9965	1.0000	0.2000	0.2131	1.9848	0.0000	0.0000	1.9861	true	NONE	446	0.5038	0.3959	false	1.0046	108733001	108737001
chr1	109446001	109722000	DIPLOID	43	0.5366	0.8393	0.8002	0.8859	0.9650	1.0000	0.2000	0.5367	1.8393	0.0000	0.0000	1.8527	true	NONE	259	0.5437	0.4296	false	1.0482	109446001	109446001
chr1	109722001	110187000	DIPLOID	26	0.5284	0.9985	0.2000	0.9494	0.9890	1.0000	0.2000	0.2114	1.9985	0.0000	0.0000	2.0027	true	NONE	437	0.5004	0.4613	false	1.0004	109722001	109722001
chr1	110187001	110188000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0984	0.0663	-0.1343	2.2163	0.0000	-0.1343	0.0000	0.0000	0.2214	true	NONE	1	1.0000	0.4780	false	1.6403	110187001	110187001
chr1	110188001	110191000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0014	0.0050	-0.3774	2.4974	0.0000	-0.3774	0.0000	0.0000	0.0016	true	NONE	1	1.0000	0.3643	false	1.7132	110188001	110190001
chr1	110191001	111828000	DIPLOID	140	0.5355	1.0000	0.2000	0.9698	1.0128	1.0497	0.3083	0.2722	2.0497	0.0000	0.0000	2.0448	true	NONE	1502	0.5121	0.4424	false	1.0149	110187001	110191001
chr1	111828001	111836000	HET_DELETION	2	0.5182	0.0000	0.2000	0.4641	0.5409	0.7821	2.1627	1.2245	0.7821	0.0000	0.0000	0.9570	true	NONE	8	1.0000	0.3917	false	1.3654	111828001	111828001
chr1	111836001	112713000	DIPLOID	200	0.5369	1.0000	0.2000	0.9763	1.0058	1.0660	0.4016	0.3230	2.0660	0.0000	0.0000	2.0638	true	NONE	818	0.5160	0.4334	false	1.0198	111828001	111836001
chr1	112713001	112714000	NOISE	0	0.0000	41.9489	0.3167	34.0466	47.8706	43.0000	0.2000	0.0000	84.9489	0.0000	0.0000	67.0934	true	NONE	1	0.5062	0.3810	false	25.5847	112713001	112713001
chr1	112714001	112914000	DIPLOID	18	0.5359	1.0000	0.2000	0.9746	1.0135	1.0616	0.3771	0.3093	2.0616	0.0000	0.0000	2.0565	true	NONE	171	0.5149	0.4306	false	1.0185	112713001	112714001
chr1	112914001	113672000	DIPLOID	81	0.5321	0.8896	0.6219	0.9059	0.9738	1.0000	0.2000	0.4373	1.8896	0.0000	0.0000	1.8995	true	NONE	702	0.5292	0.4311	false	1.0331	112914001	112914001
chr1	113672001	115370000	DIPLOID	161	0.5368	0.9982	0.2000	0.9493	0.9961	1.0000	0.2000	0.2147	1.9982	0.0000	0.0000	1.9997	true	NONE	1592	0.5005	0.4048	false	1.0005	113672001	113672001
chr1	115370001	115379000	AMPLIFICATION	2	0.6438	1.0852	0.5032	1.4289	1.5064	2.1151	0.6417	0.7371	3.2003	0.0000	0.0000	3.0074	true	NONE	9	0.6609	0.3862	false	1.3601	115370001	115370001
chr1	115379001	120406000	DIPLOID	790	0.5333	1.0000	0.2000	0.9694	1.0006	1.0485	0.3015	0.2674	2.0485	0.0000	0.0000	2.0483	true	NONE	4585	0.5118	0.4073	false	1.0146	115370001	115379001
chr1	120406001	121348000	DIPLOID	0	0.0000	1.0000	0.2000	0.9879	1.0098	1.0949	0.5513	0.0000	2.0949	0.0000	0.0000	2.0912	true	NONE	209	0.5227	0.3946	false	1.0285	120406001	120406001
chr1	121348001	121351000	DIPLOID	0	0.0000	0.4582	0.9997	0.5531	0.8624	0.5471	2.6787	0.0000	1.0053	0.0000	0.0000	1.0578	true	NONE	3	0.5442	0.3577	false	1.2984	121348001	121348001
chr1	121351001	121354000	NOISE	0	0.0000	8.1464	0.7572	6.9934	8.6823	9.0000	0.2000	0.0000	17.1464	0.0000	0.0000	14.2198	true	NONE	2	0.5249	0.3930	false	5.2439	121351001	121351001
chr1	121354001	121485000	NOISE	0	0.0000	546.0117	0.2000	436.6626	668.7822	548.0000	0.2000	0.0000	1094.0117	0.0000	0.0000	839.6184	true	NONE	2	0.5009	0.3900	false	328.3035	121354001	121355001
chr1	121485001	123035433	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	121485001	142536001
chr1	123035434	142539000	NOISE	0	0.0000	25.7778	0.9238	21.2103	31.0117	27.0000	0.2000	0.0000	52.7778	0.0000	0.0000	41.3447	true	CENTROMERE	3	0.5116	0.4660	false	15.9333	123035434	123035434
chr1	142539001	142657000	NOISE	0	0.0000	2.8163	0.8574	2.4727	3.3670	3.0000	0.2000	0.0000	5.8163	0.0000	0.0000	4.9146	true	NONE	1	0.5158	0.3180	false	1.8449	142539001	142614001
chr1	142657001	142916000	AMPLIFICATION	3	0.5581	1.7789	0.9223	1.7782	2.0405	2.2968	0.9821	1.0629	4.0757	0.0000	0.0000	3.6793	true	NONE	1	0.5635	0.4610	false	1.4554	142657001	142657001
chr1	142916001	143537000	NOISE	3	0.6066	6.5289	0.9998	6.8150	9.6522	10.1704	0.8260	1.1076	16.6992	0.0000	0.0000	13.4032	true	NONE	1	0.6090	0.3680	false	5.1098	142916001	143536001
chr1	143537001	144844000	NOISE	1	0.6585	2.5858	0.9991	3.2438	3.3044	5.1630	0.8065	1.1890	7.7488	0.0000	0.0000	6.8709	true	NONE	16	0.6663	0.4491	false	2.4246	143537001	144006001
chr1	144844001	144891000	AMPLIFICATION	0	0.0000	2.0515	0.3190	1.9478	2.0444	2.4493	0.9997	0.0000	4.5008	0.0000	0.0000	4.1029	true	NONE	19	0.5442	0.4354	false	1.4502	144844001	144864001
chr1	144891001	144907000	DIPLOID	0	0.0000	1.0713	0.4306	1.0898	1.0802	1.2790	0.9740	0.0000	2.3503	0.0000	0.0000	2.3198	true	NONE	5	0.5442	0.3660	false	1.1051	123035434	144896001
chr1	144907001	144949000	AMPLIFICATION	0	0.0000	2.0759	0.4550	1.9691	1.9640	2.4784	0.9999	0.0000	4.5542	0.0000	0.0000	4.1870	true	NONE	38	0.5442	0.3887	false	1.4663	144907001	144907001
chr1	144949001	145080000	NOISE	0	0.0000	4.1202	0.6626	3.7587	3.8805	4.9191	0.4814	0.0000	9.0393	0.0000	0.0000	7.9420	true	NONE	86	0.5442	0.4060	false	2.8118	144949001	144986001
chr1	145080001	145093000	NOISE	0	0.0000	3.1183	0.6550	2.8817	2.9568	3.7230	0.9729	0.0000	6.8413	0.0000	0.0000	6.0959	true	NONE	13	0.5442	0.3862	false	2.1524	145080001	145080001
chr1	145093001	145097000	DIPLOID	0	0.0000	0.9711	0.2000	0.9385	0.9568	1.0000	0.2000	0.0000	1.9711	0.0000	0.0000	1.9876	true	NONE	4	0.5073	0.4113	false	1.0087	144907001	145093001
chr1	145097001	145118000	NOISE	0	0.0000	3.8727	0.6902	3.2932	3.3973	4.0000	0.2000	0.0000	7.8727	0.0000	0.0000	6.9595	true	NONE	21	0.5081	0.3584	false	2.4618	145097001	145097001
chr1	145118001	145383000	AMPLIFICATION	0	0.0000	2.0286	0.2000	1.9278	1.6974	2.4220	0.9992	0.0000	4.4506	0.0000	0.0000	4.1850	true	NONE	1	0.5442	0.5040	false	1.4352	145118001	145118001
chr1	145383001	147389000	DIPLOID	98	0.5356	1.0000	0.2000	0.9589	0.9988	1.0224	0.2000	0.2142	2.0224	0.0000	0.0000	2.0228	true	NONE	1095	0.5055	0.4224	false	1.0067	145097001	145383001
chr1	147389001	147390000	AMPLIFICATION	0	0.0000	1.2927	0.9805	1.2836	1.2736	1.5434	0.9997	0.0000	2.8361	0.0000	0.0000	2.7319	true	NONE	1	0.5442	0.3880	false	1.2508	147389001	147389001
chr1	147390001	147398000	AMPLIFICATION	0	0.0000	1.4698	0.9998	1.4386	1.4937	1.7548	0.9496	0.0000	3.2246	0.0000	0.0000	3.0365	true	NONE	6	0.5442	0.3925	false	1.3674	147390001	147390001
chr1	147398001	147731000	AMPLIFICATION	0	0.0000	2.0000	0.2000	1.8941	1.9561	2.3661	0.9965	0.0000	4.3661	0.0000	0.0000	4.0019	true	NONE	21	0.5419	0.4273	false	1.4098	147398001	147708001
chr1	147731001	147832000	DIPLOID	1	0.5532	0.8767	0.6747	0.9530	0.9685	1.1309	0.7037	0.7625	2.0076	0.0000	0.0000	2.0196	true	NONE	65	0.5633	0.4373	false	1.0762	147389001	147731001
chr1	147832001	149034000	NOISE	0	0.0000	3.6045	0.9984	3.1862	3.3529	4.0000	0.2000	0.0000	7.6045	0.0000	0.0000	6.7082	true	NONE	4	0.5260	0.4028	false	2.3814	147832001	148550001
chr1	149034001	149036000	NOISE	0	0.0000	13.2540	0.9573	11.0264	12.2401	14.0000	0.2000	0.0000	27.2540	0.0000	0.0000	22.9721	true	NONE	2	0.5137	0.3590	false	8.2762	149034001	149034001
chr1	149036001	149116000	DIPLOID	0	0.0000	1.0000	0.2000	0.9602	1.0060	1.0256	0.2000	0.0000	2.0256	0.0000	0.0000	2.0233	true	NONE	60	0.5063	0.4310	false	1.0077	147832001	149037001
chr1	149116001	149118000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3490	0.3869	0.4937	2.7592	0.0000	0.4937	0.0000	0.0000	0.7273	true	NONE	1	1.0000	0.2740	false	1.4519	149116001	149117001
chr1	149118001	149204000	DIPLOID	0	0.0000	0.9634	0.2300	0.9354	0.9824	1.0000	0.2000	0.0000	1.9634	0.0000	0.0000	1.9701	true	NONE	67	0.5093	0.4492	false	1.0110	149116001	149118001
chr1	149204001	149206000	NOISE	0	0.0000	2.3095	0.9865	2.1736	2.4581	2.7573	0.9472	0.0000	5.0668	0.0000	0.0000	4.5113	true	NONE	2	0.5442	0.4480	false	1.6200	149204001	149204001
chr1	149206001	149221000	AMPLIFICATION	1	0.8060	0.4104	0.9989	1.2358	1.3843	2.3058	0.9853	1.5993	2.7162	0.0000	0.0000	2.5698	true	NONE	15	0.8489	0.4410	false	1.5686	149206001	149206001
chr1	149221001	149226000	NOISE	0	0.0000	2.7460	0.9573	2.4447	2.7099	3.0000	0.2000	0.0000	5.7460	0.0000	0.0000	5.0946	true	NONE	4	0.5221	0.4850	false	1.8238	149221001	149222001
chr1	149226001	149232000	DIPLOID	0	0.0000	1.0000	0.2000	0.9992	0.9809	1.1232	0.6746	0.0000	2.1232	0.0000	0.0000	2.1305	true	NONE	4	0.5290	0.4690	false	1.0370	149204001	149228001
chr1	149232001	149240000	AMPLIFICATION	0	0.0000	2.0000	0.2000	1.8795	2.0167	2.3296	0.9915	0.0000	4.3296	0.0000	0.0000	3.9423	true	NONE	8	0.5381	0.4226	false	1.3989	149232001	149232001
chr1	149240001	151637000	DIPLOID	65	0.5385	0.8888	0.6250	0.9056	0.9799	1.0000	0.2000	0.4442	1.8888	0.0000	0.0000	1.8965	true	NONE	1687	0.5294	0.4453	false	1.0333	149232001	149241001
chr1	151637001	152050000	DIPLOID	115	0.5319	1.0000	0.2000	0.9584	1.0095	1.0211	0.2000	0.2128	2.0211	0.0000	0.0000	2.0175	true	NONE	398	0.5052	0.4464	false	1.0063	151637001	151637001
chr1	152050001	152056000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3446	0.4901	0.4827	2.7757	0.0000	0.4827	0.0000	0.0000	0.6770	true	NONE	1	1.0000	0.4910	false	1.4552	152050001	152055001
chr1	152056001	152555000	DIPLOID	107	0.5408	1.0000	0.2000	0.9729	1.0293	1.0575	0.3535	0.2993	2.0575	0.0000	0.0000	2.0463	true	NONE	417	0.5140	0.4062	false	1.0172	152050001	152056001
chr1	152555001	152556000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4497	0.4697	0.7461	2.2953	0.0000	0.7461	0.0000	0.0000	0.9481	true	NONE	1	1.0000	0.3990	false	1.3762	152555001	152555001
chr1	152556001	152563000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0029	0.0100	-0.3737	2.4971	0.0000	-0.3737	0.0000	0.0000	0.0035	true	NONE	1	1.0000	0.3843	false	1.7121	152556001	152562001
chr1	152563001	152587000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0000	0.0103	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	3	1.0000	0.4088	false	1.6000	152563001	152570001
chr1	152587001	152760000	DIPLOID	144	0.5362	1.0000	0.2000	0.9782	1.0221	1.0707	0.4272	0.3363	2.0707	0.0000	0.0000	2.0622	true	NONE	155	0.5171	0.4155	false	1.0212	152555001	152590001
chr1	152760001	152770000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4949	0.5132	0.8594	1.6874	0.0000	0.8594	0.0000	0.0000	1.0448	true	NONE	9	1.0000	0.3823	false	1.3422	152760001	152761001
chr1	152770001	153524000	DIPLOID	457	0.5368	1.0000	0.2000	0.9685	1.0249	1.0465	0.2893	0.2626	2.0465	0.0000	0.0000	2.0370	true	NONE	663	0.5114	0.4275	false	1.0139	152760001	152771001
chr1	153524001	154433000	DIPLOID	89	0.5556	0.8099	0.8707	0.8982	0.9730	1.0602	0.3692	0.6889	1.8701	0.0000	0.0000	1.8804	true	NONE	842	0.5669	0.4681	false	1.0751	153524001	153524001
chr1	154433001	154971000	DIPLOID	47	0.5405	1.0000	0.2000	0.9503	1.0065	1.0007	0.2000	0.2162	2.0007	0.0000	0.0000	1.9982	true	NONE	514	0.5002	0.4753	false	1.0002	154433001	154433001
chr1	154971001	154987000	HET_DELETION	0	0.0000	0.4925	0.9999	0.5831	0.8427	0.5880	2.6160	0.0000	1.0805	0.0000	0.0000	1.1404	true	NONE	8	0.5442	0.6058	false	1.2759	154971001	154971001
chr1	154987001	156018000	DIPLOID	42	0.5548	0.8006	0.8885	0.8882	0.9705	1.0445	0.2778	0.6470	1.8451	0.0000	0.0000	1.8564	true	NONE	862	0.5661	0.4689	false	1.0732	154971001	154991001
chr1	156018001	156797000	DIPLOID	53	0.5333	0.9362	0.3894	0.9245	0.9845	1.0000	0.2000	0.3143	1.9362	0.0000	0.0000	1.9421	true	NONE	711	0.5165	0.5054	false	1.0191	156018001	156018001
chr1	156797001	157399000	DIPLOID	58	0.5323	1.0000	0.2000	0.9706	1.0105	1.0517	0.3203	0.2769	2.0517	0.0000	0.0000	2.0477	true	NONE	542	0.5126	0.4632	false	1.0155	156797001	156797001
chr1	157399001	157401000	NOISE	0	0.0000	2.1946	0.8796	2.0731	2.4211	2.6202	0.9976	0.0000	4.8148	0.0000	0.0000	4.2734	true	NONE	2	0.5442	0.4345	false	1.5444	157399001	157399001
chr1	157401001	157403000	AMPLIFICATION	1	0.5856	1.1168	0.6485	1.2587	1.5007	1.6568	0.9938	0.9618	2.7736	0.0000	0.0000	2.5828	true	NONE	2	0.5974	0.4285	false	1.2321	157401001	157401001
chr1	157403001	158867000	DIPLOID	507	0.5368	1.0000	0.2000	0.9645	1.0162	1.0362	0.2275	0.2295	2.0362	0.0000	0.0000	2.0301	true	NONE	1326	0.5089	0.3988	false	1.0109	157399001	157403001
chr1	158867001	158868000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4724	0.5347	0.8030	2.0636	0.0000	0.8030	0.0000	0.0000	0.9803	true	NONE	1	1.0000	0.2980	false	1.3591	158867001	158867001
chr1	158868001	158870000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0939	0.0746	-0.1456	2.2548	0.0000	-0.1456	0.0000	0.0000	0.2069	true	NONE	1	1.0000	0.3580	false	1.6437	158868001	158869001
chr1	158870001	159648000	DIPLOID	15	0.5341	1.0000	0.2000	0.9682	1.0060	1.0457	0.2847	0.2589	2.0457	0.0000	0.0000	2.0434	true	NONE	686	0.5112	0.3860	false	1.0137	158867001	158870001
chr1	159648001	159650000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4716	0.5954	0.8010	2.0739	0.0000	0.8010	0.0000	0.0000	0.9552	true	NONE	2	1.0000	0.4060	false	1.3597	159648001	159648001
chr1	159650001	160106000	DIPLOID	29	0.5417	1.0000	0.2000	0.9763	1.0090	1.0658	0.4005	0.3253	2.0658	0.0000	0.0000	2.0624	true	NONE	422	0.5159	0.4649	false	1.0197	159648001	159650001
chr1	160106001	160107000	DIPLOID	0	0.0000	3.0000	0.2000	2.5942	1.0518	3.1208	0.6650	0.0000	6.1208	0.0000	0.0000	6.1011	true	NONE	1	0.5099	0.5760	false	1.9362	160106001	160106001
chr1	160107001	160954000	DIPLOID	191	0.5357	1.0000	0.2000	0.9534	0.9989	1.0086	0.2000	0.2143	2.0086	0.0000	0.0000	2.0090	true	NONE	778	0.5021	0.4339	false	1.0026	160107001	160107001
chr1	160954001	160955000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3781	0.3263	0.5667	2.6489	0.0000	0.5667	0.0000	0.0000	0.8233	true	NONE	1	1.0000	0.2420	false	1.4300	160954001	160954001
chr1	160955001	161410000	DIPLOID	67	0.5316	0.9145	0.5049	0.9159	0.9587	1.0000	0.2000	0.3747	1.9145	0.0000	0.0000	1.9302	true	NONE	426	0.5223	0.4658	false	1.0256	160954001	160955001
chr1	161410001	164528000	DIPLOID	361	0.5327	1.0000	0.2000	0.9614	1.0036	1.0285	0.2000	0.2131	2.0285	0.0000	0.0000	2.0271	true	NONE	2719	0.5070	0.3918	false	1.0085	161410001	161443001
chr1	164528001	164529000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2178	0.2114	0.1649	2.8763	0.0000	0.1649	0.0000	0.0000	0.4653	true	NONE	1	1.0000	0.5680	false	1.5505	164528001	164528001
