purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.9200	0.9900	0.5638	0.7480	2.0087	0.0000
0.6600	0.5900	0.5639	0.0000	4.0747	0.0000
0.8700	0.9000	0.5641	0.7371	2.2400	0.0000
0.9700	0.4900	0.5644	0.0000	4.1206	0.0000
0.5300	0.9600	0.5651	0.6979	2.1335	0.0278
0.8600	0.9000	0.5655	0.7351	2.2428	0.0000
0.5300	0.6200	0.5656	0.0000	4.2760	0.0001
0.9700	0.9000	0.5659	0.7543	2.2152	0.0000
0.5800	0.9700	0.5659	0.6920	2.0851	0.0102
0.7400	0.9100	0.5659	0.7310	2.2493	0.0000
0.7400	0.9900	0.5660	0.6995	2.0108	0.0000
0.5200	0.9400	0.5660	0.7157	2.2207	0.0267
0.3900	0.6800	0.5662	0.0000	4.3676	0.0177
0.6000	0.9300	0.5663	0.7305	2.2292	0.0043
0.5000	0.9500	0.5664	0.7047	2.1851	0.0453
0.5600	0.6200	0.5665	0.0000	4.1541	0.0000
0.8500	0.9000	0.5668	0.7330	2.2456	0.0000
0.6800	0.9200	0.5669	0.7419	2.2364	0.0002
0.6600	0.9800	0.5672	0.6876	2.0431	0.0010
0.9000	0.5100	0.5674	0.0000	4.1087	0.0000
0.4500	0.9400	0.5675	0.7029	2.2551	0.0907
0.4600	0.9400	0.5684	0.7048	2.2495	0.0770
0.8400	0.9000	0.5690	0.7299	2.2485	0.0000
0.3600	0.6900	0.5692	0.0000	4.4473	0.0425
0.4900	0.9500	0.5694	0.7020	2.1888	0.0541
0.9800	0.9000	0.5694	0.7545	2.2130	0.0000
0.4400	0.9400	0.5694	0.7009	2.2609	0.1054
0.4500	0.9500	0.5695	0.6933	2.2056	0.1040
0.5100	0.9400	0.5695	0.7146	2.2251	0.0324
0.6300	0.6000	0.5697	0.0000	4.0844	0.0000
0.4400	0.9500	0.5702	0.6912	2.2103	0.1210
0.4600	0.9500	0.5702	0.6963	2.2011	0.0890
0.4700	0.9400	0.5705	0.7085	2.2442	0.0655
0.4700	0.9500	0.5710	0.6989	2.1969	0.0757
0.5200	0.9600	0.5712	0.6958	2.1360	0.0340
0.5900	0.9300	0.5713	0.7297	2.2331	0.0055
0.9300	0.9900	0.5714	0.7523	2.0086	0.0000
0.4800	0.9500	0.5714	0.7008	2.1928	0.0646
0.9900	0.4700	0.5715	0.0000	4.2521	0.0000
0.5000	0.9400	0.5719	0.7134	2.2296	0.0390
0.5700	0.9700	0.5719	0.6882	2.0866	0.0123
0.8500	0.5000	0.5720	0.0000	4.3245	0.0000
0.4900	0.9400	0.5726	0.7119	2.2343	0.0465
0.4800	0.9400	0.5727	0.7100	2.2391	0.0559
0.8300	0.9000	0.5727	0.7245	2.2515	0.0000
0.7100	0.5400	0.5729	0.0000	4.3680	0.0000
0.7200	0.5700	0.5731	0.0000	4.0660	0.0000
0.7300	0.9900	0.5734	0.6952	2.0109	0.0000
0.9900	0.9000	0.5735	0.7552	2.2109	0.0000
0.8100	0.5100	0.5738	0.0000	4.3430	0.0000
0.6700	0.9200	0.5739	0.7405	2.2399	0.0003
0.7400	0.5300	0.5741	0.0000	4.3659	0.0000
0.5200	0.6300	0.5743	0.0000	4.2219	0.0003
0.6500	0.9800	0.5744	0.6837	2.0438	0.0018
0.9400	0.9900	0.5744	0.7524	2.0085	0.0000
0.7300	0.9100	0.5745	0.7291	2.2527	0.0000
0.9400	0.4800	0.5753	0.0000	4.2781	0.0000
0.4100	0.6700	0.5756	0.0000	4.3586	0.0098
0.5100	0.6300	0.5761	0.0000	4.2655	0.0003
0.5800	0.9300	0.5762	0.7280	2.2371	0.0069
0.5100	0.9600	0.5765	0.6936	2.1387	0.0406
0.8200	0.9000	0.5766	0.7187	2.2546	0.0000
0.4300	0.9500	0.5766	0.6903	2.2152	0.1398
0.9500	0.9900	0.5773	0.7533	2.0084	0.0000
1.0000	0.9000	0.5780	0.7556	2.2088	0.0000
0.4300	0.9400	0.5783	0.6945	2.2669	0.1230
0.6000	0.6100	0.5784	0.0000	4.0981	0.0000
0.5600	0.9700	0.5785	0.6836	2.0882	0.0154
0.3600	0.7100	0.5785	0.0000	4.2218	0.0568
0.6300	0.5700	0.5789	0.0000	4.3612	0.0000
0.3500	0.7000	0.5790	0.0000	4.3996	0.0603
0.6800	0.5500	0.5792	0.0000	4.3741	0.0000
0.8700	0.5200	0.5795	0.0000	4.0953	0.0000
0.5300	0.6300	0.5800	0.0000	4.1800	0.0001
0.8100	0.9000	0.5805	0.7140	2.2578	0.0000
0.4200	0.6700	0.5805	0.0000	4.3024	0.0079
0.6600	0.9200	0.5805	0.7351	2.2436	0.0005
0.5700	0.9300	0.5807	0.7253	2.2413	0.0086
0.4000	0.6900	0.5808	0.0000	4.2025	0.0160
0.4100	0.6800	0.5809	0.0000	4.2522	0.0132
0.9600	0.9900	0.5810	0.7544	2.0083	0.0000
0.5000	0.9600	0.5810	0.6899	2.1415	0.0484
0.7500	0.5600	0.5812	0.0000	4.0664	0.0000
0.7200	0.9900	0.5813	0.6914	2.0111	0.0001
0.6400	0.9800	0.5814	0.6823	2.0445	0.0025
0.3900	0.7000	0.5817	0.0000	4.1535	0.0279
0.8900	0.4900	0.5817	0.0000	4.3112	0.0000
0.9400	0.5000	0.5819	0.0000	4.1019	0.0000
0.4300	0.6600	0.5829	0.0000	4.3534	0.0043
0.9700	0.9900	0.5830	0.7574	2.0082	0.0000
0.7200	0.9100	0.5835	0.7259	2.2563	0.0000
0.5200	0.6200	0.5844	0.0000	4.3198	0.0001
0.4400	0.6600	0.5844	0.0000	4.2999	0.0038
0.5500	0.9700	0.5845	0.6782	2.0898	0.0184
0.9800	0.9900	0.5847	0.7610	2.0081	0.0000
0.8000	0.9000	0.5848	0.7109	2.2610	0.0000
0.5000	0.6300	0.5849	0.0000	4.3108	0.0004
0.5600	0.9300	0.5851	0.7233	2.2456	0.0105
0.5400	0.6100	0.5856	0.0000	4.3312	0.0001
0.4900	0.9600	0.5859	0.6873	2.1443	0.0585
0.9900	0.9900	0.5862	0.7625	2.0081	0.0000
0.6100	0.4300	0.5864	0.0000	6.3000	0.0000
0.6500	0.9200	0.5867	0.7319	2.2473	0.0007
0.3800	0.6800	0.5868	0.0000	4.4300	0.0193
0.4600	0.6500	0.5873	0.0000	4.3007	0.0017
1.0000	0.9900	0.5874	0.7685	2.0080	0.0000
0.7700	0.5200	0.5877	0.0000	4.3674	0.0000
0.6300	0.4200	0.5878	0.0000	6.3382	0.0000
0.4800	0.9600	0.5882	0.6861	2.1474	0.0686
0.6300	0.9800	0.5882	0.6795	2.0452	0.0033
0.3500	0.7100	0.5884	0.0000	4.2853	0.0696
0.8400	0.5300	0.5888	0.0000	4.0842	0.0000
0.5700	0.6200	0.5890	0.0000	4.1163	0.0000
0.9800	0.4900	0.5890	0.0000	4.0989	0.0000
0.7100	0.9900	0.5893	0.6881	2.0112	0.0001
0.5500	0.9300	0.5894	0.7212	2.2501	0.0128
0.5600	0.6000	0.5898	0.0000	4.3449	0.0000
0.6600	0.4100	0.5900	0.0000	6.3160	0.0000
0.4600	0.9600	0.5900	0.6772	2.1538	0.0947
0.4800	0.6400	0.5900	0.0000	4.3044	0.0009
0.4500	0.9600	0.5901	0.6736	2.1572	0.1107
0.7800	0.5500	0.5904	0.0000	4.0697	0.0000
0.4500	0.6500	0.5904	0.0000	4.3518	0.0020
0.7900	0.9000	0.5905	0.7042	2.2643	0.0000
0.4700	0.9600	0.5906	0.6796	2.1505	0.0816
0.5400	0.9700	0.5908	0.6777	2.0914	0.0225
0.7100	0.9100	0.5911	0.7197	2.2599	0.0000
0.9800	0.4700	0.5912	0.0000	4.2751	0.0000
0.4900	0.6400	0.5913	0.0000	4.2573	0.0009
0.4200	0.9500	0.5916	0.6882	2.2203	0.1613
0.4400	0.9600	0.5922	0.6728	2.1607	0.1293
0.4600	0.9300	0.5924	0.6767	2.2990	0.0649
0.4200	0.9400	0.5924	0.6905	2.2733	0.1420
0.6400	0.4200	0.5925	0.0000	6.2705	0.0000
0.5000	0.6400	0.5926	0.0000	4.2122	0.0006
0.6400	0.9200	0.5926	0.7291	2.2512	0.0010
0.8100	0.5400	0.5929	0.0000	4.0757	0.0000
0.8700	1.0000	0.5930	0.7377	1.9861	0.0000
0.5400	0.9300	0.5932	0.7166	2.2547	0.0155
0.4500	0.9300	0.5935	0.6738	2.3056	0.0767
0.8600	1.0000	0.5939	0.7338	1.9859	0.0000
0.4700	0.9300	0.5945	0.6815	2.2926	0.0550
0.3700	0.7100	0.5947	0.0000	4.1618	0.0442
0.6200	0.9800	0.5948	0.6765	2.0459	0.0040
0.5900	0.4400	0.5949	0.0000	6.2677	0.0000
0.5300	0.9300	0.5962	0.7118	2.2595	0.0184
0.9300	0.4800	0.5963	0.0000	4.3026	0.0000
0.4000	0.6700	0.5964	0.0000	4.4175	0.0105
0.4700	0.6500	0.5964	0.0000	4.2517	0.0015
0.4300	0.9600	0.5967	0.6702	2.1645	0.1485
0.8500	1.0000	0.5969	0.7289	1.9858	0.0000
0.5300	0.9700	0.5970	0.6745	2.0932	0.0274
0.5400	0.6300	0.5970	0.0000	4.1396	0.0001
0.4300	0.6700	0.5971	0.0000	4.2489	0.0064
0.7800	0.9000	0.5974	0.6932	2.2677	0.0000
0.7000	0.9900	0.5975	0.6846	2.0114	0.0002
0.4800	0.9300	0.5975	0.6885	2.2865	0.0466
0.8800	1.0000	0.5977	0.7394	1.9863	0.0000
0.5800	0.5900	0.5981	0.0000	4.3609	0.0000
0.6300	0.9200	0.5984	0.7250	2.2552	0.0015
0.4500	0.6600	0.5986	0.0000	4.2488	0.0033
0.4400	0.9300	0.5989	0.6664	2.3126	0.0896
0.5200	0.9300	0.5990	0.7057	2.2645	0.0225
0.7000	0.9100	0.5994	0.7135	2.2636	0.0000
0.6500	0.5600	0.5997	0.0000	4.3843	0.0000
0.4900	0.9300	0.5997	0.6952	2.2807	0.0391
0.4700	0.6400	0.5997	0.0000	4.3534	0.0010
0.6000	0.4300	0.5999	0.0000	6.3717	0.0000
0.8400	1.0000	0.6002	0.7270	1.9856	0.0000
0.5800	0.4400	0.6003	0.0000	6.3413	0.0000
0.5100	0.9300	0.6005	0.7001	2.2697	0.0271
0.5000	0.9300	0.6006	0.6987	2.2751	0.0325
0.4200	0.6600	0.6007	0.0000	4.4095	0.0048
0.8400	0.5000	0.6010	0.0000	4.3521	0.0000
0.6100	0.9800	0.6013	0.6748	2.0467	0.0050
0.5200	0.9700	0.6025	0.6721	2.0950	0.0327
0.9100	0.5100	0.6025	0.0000	4.0855	0.0000
0.8900	1.0000	0.6029	0.7404	1.9864	0.0000
0.8300	1.0000	0.6031	0.7243	1.9854	0.0000
0.7700	0.9000	0.6035	0.6866	2.2711	0.0000
0.6200	0.9200	0.6040	0.7227	2.2593	0.0022
0.5100	0.6400	0.6042	0.0000	4.1688	0.0003
0.8800	0.4900	0.6055	0.0000	4.3374	0.0000
0.6900	0.9900	0.6055	0.6810	2.0116	0.0003
0.6500	0.4100	0.6056	0.0000	6.3824	0.0000
0.8200	1.0000	0.6057	0.7203	1.9852	0.0000
0.6200	0.4300	0.6058	0.0000	6.2307	0.0000
0.6900	0.4000	0.6069	0.0000	6.3040	0.0000
0.6900	0.9100	0.6076	0.7094	2.2674	0.0001
0.4900	0.6300	0.6077	0.0000	4.3580	0.0004
0.7600	0.9000	0.6077	0.6801	2.2747	0.0000
0.6000	0.9800	0.6078	0.6716	2.0475	0.0064
0.9500	0.8900	0.6080	0.7278	2.2459	0.0000
0.8100	1.0000	0.6081	0.7161	1.9851	0.0000
0.5100	0.9700	0.6081	0.6704	2.0968	0.0396
0.9400	0.8900	0.6082	0.7199	2.2485	0.0000
0.8000	0.5100	0.6083	0.0000	4.3723	0.0000
0.9600	0.8900	0.6084	0.7341	2.2433	0.0000
0.4400	0.6500	0.6087	0.0000	4.4052	0.0023
0.4300	0.9300	0.6088	0.6566	2.3198	0.1054
0.9300	0.8900	0.6090	0.7167	2.2512	0.0000
0.6100	0.9200	0.6092	0.7197	2.2635	0.0028
0.9700	0.8900	0.6093	0.7390	2.2408	0.0000
0.6700	0.4100	0.6098	0.0000	6.2515	0.0000
0.6800	0.4000	0.6100	0.0000	6.3673	0.0000
0.8000	1.0000	0.6102	0.7125	1.9849	0.0000
0.6700	0.5900	0.6104	0.0000	4.0438	0.0000
0.9800	0.8900	0.6105	0.7428	2.2384	0.0000
0.9200	0.8900	0.6105	0.7133	2.2539	0.0000
0.6000	0.5800	0.6111	0.0000	4.3790	0.0000
0.4200	0.6800	0.6111	0.0000	4.1985	0.0087
0.4200	0.9600	0.6112	0.6678	2.1684	0.1714
0.7500	0.9000	0.6116	0.6714	2.2784	0.0000
0.6400	0.6000	0.6118	0.0000	4.0518	0.0000
0.9000	1.0000	0.6122	0.7434	1.9866	0.0000
0.4800	0.6500	0.6122	0.0000	4.2048	0.0013
0.7900	1.0000	0.6123	0.7101	1.9847	0.0000
0.9100	0.8900	0.6123	0.7066	2.2567	0.0000
0.9900	0.8900	0.6126	0.7455	2.2360	0.0000
0.5100	0.6200	0.6126	0.0000	4.3653	0.0001
0.9700	0.4700	0.6130	0.0000	4.2985	0.0000
0.7400	0.9000	0.6132	0.6655	2.2821	0.0000
0.6800	0.9900	0.6132	0.6738	2.0117	0.0004
0.5000	0.9700	0.6137	0.6680	2.0988	0.0480
0.9000	0.8900	0.6141	0.6958	2.2596	0.0000
0.6000	0.9200	0.6143	0.7147	2.2679	0.0037
0.5900	0.9800	0.6145	0.6690	2.0483	0.0080
0.7800	1.0000	0.6146	0.7056	1.9845	0.0000
0.6100	0.6100	0.6150	0.0000	4.0637	0.0000
0.6800	0.9100	0.6153	0.7069	2.2713	0.0001
1.0000	0.8900	0.6156	0.7498	2.2336	0.0000
0.8900	0.8900	0.6160	0.6899	2.2625	0.0000
0.4100	0.9400	0.6160	0.6846	2.2800	0.1645
0.9500	0.5000	0.6162	0.0000	4.0798	0.0000
0.7000	0.5800	0.6169	0.0000	4.0392	0.0000
0.4100	0.9500	0.6171	0.6869	2.2257	0.1859
0.4900	0.9700	0.6174	0.6663	2.1008	0.0567
0.7700	1.0000	0.6175	0.7010	1.9843	0.0000
0.8800	0.8900	0.6177	0.6836	2.2655	0.0000
0.7300	0.5300	0.6181	0.0000	4.3983	0.0000
0.5600	0.4500	0.6181	0.0000	6.3171	0.0000
0.3400	0.7100	0.6183	0.0000	4.3525	0.0813
0.9200	0.4800	0.6187	0.0000	4.3277	0.0000
0.5900	0.9200	0.6189	0.7066	2.2725	0.0047
0.5700	0.4500	0.6189	0.0000	6.2413	0.0000
0.8700	0.8900	0.6191	0.6734	2.2685	0.0000
0.7000	0.5400	0.6192	0.0000	4.4019	0.0000
0.7300	0.9000	0.6202	0.6553	2.2860	0.0000
0.8600	0.8900	0.6203	0.6679	2.2716	0.0000
0.6700	0.9900	0.6207	0.6693	2.0119	0.0006
0.5800	0.9800	0.6208	0.6669	2.0491	0.0095
0.4600	0.6600	0.6212	0.0000	4.1999	0.0023
0.4800	0.9700	0.6212	0.6630	2.1029	0.0678
0.8500	0.8900	0.6213	0.6583	2.2748	0.0000
0.8800	0.5200	0.6215	0.0000	4.0715	0.0000
0.7600	1.0000	0.6215	0.6984	1.9841	0.0000
0.6200	0.4200	0.6216	0.0000	6.4082	0.0000
0.9900	0.4900	0.6217	0.0000	4.0777	0.0000
0.5800	0.6200	0.6218	0.0000	4.0798	0.0000
0.4600	0.6400	0.6219	0.0000	4.4046	0.0010
0.9100	1.0000	0.6223	0.7454	1.9867	0.0000
0.5300	0.6100	0.6224	0.0000	4.3752	0.0001
0.6700	0.9100	0.6226	0.6995	2.2754	0.0002
0.8400	0.8900	0.6231	0.6478	2.2781	0.0000
0.5800	0.9200	0.6231	0.6989	2.2772	0.0058
0.4700	0.9700	0.6233	0.6613	2.1051	0.0799
0.4200	0.9300	0.6235	0.6497	2.3274	0.1221
0.4600	0.9700	0.6236	0.6566	2.1074	0.0929
0.4400	0.6700	0.6244	0.0000	4.1978	0.0045
0.4500	0.9700	0.6249	0.6527	2.1097	0.1092
0.7100	0.3900	0.6251	0.0000	6.3622	0.0000
0.6000	0.4400	0.6260	0.0000	6.1966	0.0000
0.7500	1.0000	0.6262	0.6900	1.9839	0.0000
0.7200	0.3900	0.6264	0.0000	6.3016	0.0000
0.8300	0.8900	0.6266	0.6270	2.2814	0.0000
0.6700	0.5500	0.6268	0.0000	4.4095	0.0000
0.5500	0.6300	0.6272	0.0000	4.1007	0.0000
0.5700	0.9200	0.6272	0.6962	2.2820	0.0071
0.5700	0.9800	0.6276	0.6647	2.0499	0.0119
0.4400	0.9700	0.6276	0.6485	2.1122	0.1272
0.9200	1.0000	0.6277	0.7502	1.9868	0.0000
0.6600	0.9900	0.6283	0.6661	2.0121	0.0012
0.7200	0.9000	0.6284	0.6459	2.2900	0.0000
0.5200	0.6400	0.6284	0.0000	4.1271	0.0001
0.7300	0.5700	0.6285	0.0000	4.0377	0.0000
0.6200	0.5700	0.6286	0.0000	4.3993	0.0000
0.7600	0.5200	0.6290	0.0000	4.3985	0.0000
0.6500	0.4200	0.6291	0.0000	6.2048	0.0000
0.6600	0.9100	0.6296	0.6881	2.2796	0.0004
0.8200	0.8900	0.6303	0.6156	2.2849	0.0000
0.4700	0.9200	0.6303	0.5908	2.3420	0.0453
0.4600	0.9200	0.6307	0.5640	2.3495	0.0538
0.7400	1.0000	0.6312	0.6865	1.9836	0.0000
0.5600	0.9200	0.6313	0.6900	2.2871	0.0089
0.3500	0.6900	0.6322	0.0000	4.5172	0.0475
0.4900	0.6500	0.6330	0.0000	4.1598	0.0007
0.4800	0.9200	0.6330	0.6097	2.3349	0.0383
0.8700	0.4900	0.6331	0.0000	4.3643	0.0000
0.5500	0.6000	0.6331	0.0000	4.3876	0.0000
0.4300	0.9700	0.6336	0.6451	2.1148	0.1468
0.5600	0.9800	0.6338	0.6601	2.0508	0.0142
0.7000	0.4000	0.6338	0.0000	6.2425	0.0000
0.8100	0.8900	0.6339	0.5875	2.2884	0.0000
0.8300	0.5000	0.6344	0.0000	4.3805	0.0000
0.9300	1.0000	0.6345	0.7526	1.9870	0.0000
0.5500	0.9200	0.6348	0.6786	2.2923	0.0106
0.3400	0.7000	0.6355	0.0000	4.4702	0.0658
0.6500	0.9900	0.6357	0.6624	2.0123	0.0017
0.9600	0.4700	0.6357	0.0000	4.3225	0.0000
0.8500	0.5300	0.6357	0.0000	4.0597	0.0000
0.4500	0.9200	0.6359	0.5444	2.3572	0.0642
0.6500	0.9100	0.6360	0.6816	2.2839	0.0005
0.4900	0.9200	0.6361	0.6254	2.3281	0.0321
0.7300	1.0000	0.6366	0.6797	1.9834	0.0000
0.7600	0.5600	0.6369	0.0000	4.0392	0.0000
0.7100	0.9000	0.6370	0.6236	2.2941	0.0000
0.4800	0.6300	0.6371	0.0000	4.4071	0.0004
0.8000	0.8900	0.6377	0.5682	2.2920	0.0000
0.5400	0.9200	0.6378	0.6698	2.2977	0.0129
0.4100	0.9600	0.6378	0.6664	2.1725	0.1960
0.4100	0.6900	0.6387	0.0000	4.1488	0.0118
0.5000	0.9200	0.6389	0.6374	2.3215	0.0269
0.5300	0.9200	0.6402	0.6638	2.3033	0.0157
0.5500	0.9800	0.6404	0.6580	2.0518	0.0174
0.3800	0.7100	0.6404	0.0000	4.1049	0.0344
0.5100	0.9200	0.6405	0.6449	2.3152	0.0223
0.5200	0.9200	0.6409	0.6515	2.3092	0.0185
0.5400	0.4600	0.6415	0.0000	6.2991	0.0000
0.7900	0.8900	0.6421	0.5549	2.2957	0.0000
0.4300	0.6500	0.6422	0.0000	4.4612	0.0025
0.9400	1.0000	0.6423	0.7577	1.9871	0.0000
0.6400	0.9100	0.6423	0.6739	2.2883	0.0008
0.9100	0.4800	0.6429	0.0000	4.3533	0.0000
0.7200	1.0000	0.6431	0.6726	1.9832	0.0001
0.6400	0.9900	0.6432	0.6569	2.0125	0.0025
0.4400	0.9200	0.6432	0.5304	2.3654	0.0753
0.9200	0.5100	0.6432	0.0000	4.0629	0.0000
0.8200	0.5400	0.6435	0.0000	4.0504	0.0000
0.7900	0.5500	0.6441	0.0000	4.0435	0.0000
0.9500	1.0000	0.6444	0.7612	1.9873	0.0000
0.4100	0.6600	0.6444	0.0000	4.4682	0.0053
0.4100	0.9300	0.6445	0.6412	2.3354	0.1414
0.7500	0.3800	0.6447	0.0000	6.3084	0.0000
0.3500	0.7200	0.6448	0.0000	4.1742	0.0670
0.7000	0.9000	0.6454	0.6119	2.2983	0.0000
0.5000	0.6200	0.6458	0.0000	4.4126	0.0002
0.5700	0.5900	0.6459	0.0000	4.4023	0.0000
0.3700	0.6800	0.6462	0.0000	4.4956	0.0226
0.9600	1.0000	0.6464	0.7616	1.9874	0.0000
0.3900	0.6700	0.6467	0.0000	4.4795	0.0115
0.7900	0.5100	0.6467	0.0000	4.4023	0.0000
0.5500	0.4600	0.6468	0.0000	6.2210	0.0000
0.5400	0.9800	0.6469	0.6532	2.0527	0.0213
0.7400	0.3800	0.6471	0.0000	6.3666	0.0000
0.3400	0.7200	0.6480	0.0000	4.2382	0.0852
0.5700	0.4400	0.6483	0.0000	6.4175	0.0000
0.6300	0.9100	0.6484	0.6643	2.2929	0.0013
0.4000	0.9400	0.6486	0.6827	2.2870	0.1882
0.7800	0.8900	0.6488	0.5378	2.2995	0.0000
0.4200	0.9700	0.6489	0.6392	2.1176	0.1700
0.9700	1.0000	0.6494	0.7644	1.9875	0.0000
0.7100	1.0000	0.6504	0.6682	1.9830	0.0001
0.6400	0.5600	0.6504	0.0000	4.4216	0.0000
0.6300	0.9900	0.6506	0.6533	2.0127	0.0032
0.9800	0.8800	0.6507	0.6845	2.2643	0.0000
0.9800	1.0000	0.6508	0.7661	1.9877	0.0000
0.9700	0.8800	0.6508	0.6756	2.2670	0.0000
0.9900	0.8800	0.6511	0.6908	2.2616	0.0000
0.9600	0.8800	0.6515	0.6632	2.2698	0.0000
0.9900	1.0000	0.6519	0.7694	1.9878	0.0000
1.0000	0.8800	0.6520	0.6979	2.2590	0.0000
0.4500	0.6400	0.6520	0.0000	4.4580	0.0011
0.4000	0.9500	0.6522	0.6846	2.2313	0.2109
0.7300	0.3900	0.6523	0.0000	6.2427	0.0000
0.5300	0.9800	0.6525	0.6495	2.0537	0.0253
0.6900	0.9000	0.6526	0.5827	2.3026	0.0001
0.4700	0.6600	0.6526	0.0000	4.1531	0.0017
0.9500	0.8800	0.6528	0.6297	2.2726	0.0000
1.0000	1.0000	0.6529	0.7709	1.9879	0.0000
0.5500	0.4500	0.6534	0.0000	6.3956	0.0000
0.6200	0.9100	0.6542	0.6577	2.2976	0.0018
0.6700	0.4000	0.6547	0.0000	6.4325	0.0000
0.9400	0.8800	0.6549	0.6140	2.2755	0.0000
0.7700	0.8900	0.6550	0.5083	2.3034	0.0000
0.4300	0.9200	0.6551	0.5138	2.3739	0.0887
0.9600	0.5000	0.6556	0.0000	4.0581	0.0000
1.0000	0.4600	0.6557	0.0000	4.3215	0.0000
0.8800	1.0100	0.6564	0.7392	1.9639	0.0000
0.9300	0.8800	0.6571	0.5874	2.2785	0.0000
0.6200	0.9900	0.6580	0.6498	2.0129	0.0041
0.6800	0.4100	0.6581	0.0000	6.1890	0.0000
0.7000	1.0000	0.6582	0.6563	1.9827	0.0002
0.6200	0.6100	0.6582	0.0000	4.0304	0.0000
0.5200	0.9800	0.6585	0.6465	2.0548	0.0309
0.3300	0.7100	0.6590	0.0000	4.4238	0.0902
0.6500	0.6000	0.6590	0.0000	4.0203	0.0000
0.8700	1.0100	0.6591	0.7319	1.9635	0.0000
1.0000	0.4900	0.6592	0.0000	4.0569	0.0000
0.9200	0.8800	0.6593	0.5690	2.2815	0.0000
0.7600	0.8900	0.6593	0.4736	2.3074	0.0000
0.9500	0.4700	0.6594	0.0000	4.3469	0.0000
0.6100	0.9100	0.6595	0.6468	2.3025	0.0025
0.5900	0.6200	0.6597	0.0000	4.0446	0.0000
0.5800	0.4500	0.6597	0.0000	6.1682	0.0000
0.4000	0.7000	0.6603	0.0000	4.0996	0.0183
0.6800	0.9000	0.6605	0.5636	2.3070	0.0001
0.5000	0.6500	0.6608	0.0000	4.1166	0.0003
0.5900	0.4300	0.6609	0.0000	6.4458	0.0000
0.5200	0.6100	0.6610	0.0000	4.4209	0.0001
0.5900	0.5800	0.6612	0.0000	4.4193	0.0000
0.9100	0.8800	0.6615	0.5514	2.2846	0.0000
0.8900	1.0100	0.6616	0.7439	1.9643	0.0000
0.6300	0.4300	0.6617	0.0000	6.1635	0.0000
0.7500	0.8900	0.6617	0.4541	2.3115	0.0000
0.7800	0.3700	0.6620	0.0000	6.3240	0.0000
0.6800	0.5900	0.6629	0.0000	4.0137	0.0000
0.8600	1.0100	0.6633	0.7292	1.9630	0.0000
0.9000	0.8800	0.6635	0.5324	2.2878	0.0000
0.4300	0.6800	0.6636	0.0000	4.1474	0.0059
0.5600	0.6300	0.6637	0.0000	4.0632	0.0000
0.7000	0.3900	0.6638	0.0000	6.4245	0.0000
0.6400	0.4100	0.6640	0.0000	6.4508	0.0000
0.5100	0.9800	0.6642	0.6398	2.0558	0.0378
0.6000	0.9100	0.6643	0.6377	2.3075	0.0031
0.5300	0.6400	0.6644	0.0000	4.0870	0.0001
0.7200	0.5300	0.6646	0.0000	4.4316	0.0000
0.7400	0.8900	0.6647	0.4181	2.3157	0.0000
0.8600	0.4900	0.6648	0.0000	4.3918	0.0000
0.6100	0.9900	0.6651	0.6421	2.0131	0.0049
0.7600	0.3800	0.6651	0.0000	6.2517	0.0000
0.8900	0.8800	0.6653	0.5025	2.2910	0.0000
0.7300	0.8900	0.6656	0.3893	2.3200	0.0000
0.4500	0.6700	0.6660	0.0000	4.1489	0.0030
0.6900	1.0000	0.6661	0.6425	1.9825	0.0003
0.8900	0.5200	0.6661	0.0000	4.0482	0.0000
0.6900	0.5400	0.6665	0.0000	4.4367	0.0000
0.8800	0.8800	0.6668	0.4759	2.2943	0.0000
0.5200	0.4700	0.6671	0.0000	6.2876	0.0000
0.8500	1.0100	0.6678	0.7242	1.9626	0.0000
0.8700	0.8800	0.6680	0.4527	2.2977	0.0000
0.9000	1.0100	0.6680	0.7469	1.9647	0.0000
0.6700	0.9000	0.6682	0.5488	2.3116	0.0002
0.5300	0.4600	0.6688	0.0000	6.3802	0.0000
0.5000	0.9800	0.6688	0.6304	2.0569	0.0451
0.8600	0.8800	0.6689	0.4142	2.3011	0.0000
0.5900	0.9100	0.6689	0.6145	2.3127	0.0040
0.4700	0.6300	0.6690	0.0000	4.4583	0.0004
0.9000	0.4800	0.6693	0.0000	4.3794	0.0000
0.7200	0.8900	0.6698	0.3744	2.3244	0.0000
0.8500	0.8800	0.6698	0.3882	2.3047	0.0000
0.4200	0.9200	0.6699	0.4813	2.3828	0.1033
0.8200	0.5000	0.6702	0.0000	4.4095	0.0000
0.3300	0.7200	0.6709	0.0000	4.3060	0.1030
0.8400	0.8800	0.6712	0.3710	2.3083	0.0000
0.7500	0.5200	0.6719	0.0000	4.4305	0.0000
0.8400	1.0100	0.6720	0.7212	1.9622	0.0000
0.4000	0.9600	0.6721	0.6643	2.1768	0.2218
0.6000	0.9900	0.6723	0.6381	2.0133	0.0062
0.5800	0.9100	0.6729	0.6030	2.3181	0.0049
0.4000	0.9300	0.6729	0.6335	2.3438	0.1638
0.4900	0.9800	0.6730	0.6235	2.0581	0.0540
0.3600	0.7200	0.6731	0.0000	4.1138	0.0522
0.4100	0.9700	0.6732	0.6368	2.1204	0.1937
0.7900	0.3700	0.6740	0.0000	6.2692	0.0000
0.6800	1.0000	0.6742	0.6324	1.9822	0.0005
