GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.3utr::gencode::ZNF430::ENSG00000118620.8	15	15	15	0.01153	0.9978827586206898	0.98847	0.999482160512664	15	0	0	gc19_pc.3utr::gencode::ZNF430::ENSG00000118620.8
gc19_pc.3utr::gencode::PBOV1::ENSG00000254440.2	3	3	3	0.01155	0.9978827586206898	0.98845	0.999482160512664	3	0	0	gc19_pc.3utr::gencode::PBOV1::ENSG00000254440.2
gc19_pc.3utr::gencode::AP000783.1::ENSG00000254667.1	2	2	2	0.01161	0.9978827586206898	0.98839	0.999482160512664	2	0	0	gc19_pc.3utr::gencode::AP000783.1::ENSG00000254667.1
gc19_pc.3utr::gencode::RBM41::ENSG00000089682.12	3	3	3	0.01164	0.9978827586206898	0.98836	0.999482160512664	3	0	0	gc19_pc.3utr::gencode::RBM41::ENSG00000089682.12
gc19_pc.3utr::gencode::GALP::ENSG00000197487.4	2	2	2	0.01165	0.9978827586206898	0.98836	0.999482160512664	2	0	0	gc19_pc.3utr::gencode::GALP::ENSG00000197487.4
gc19_pc.3utr::gencode::FAM118B::ENSG00000197798.4	1	1	1	0.01175		0.98903		1	0	0	gc19_pc.3utr::gencode::FAM118B::ENSG00000197798.4
gc19_pc.3utr::gencode::NDUFS6::ENSG00000145494.7	1	1	1	0.01188		0.98852		1	0	0	gc19_pc.3utr::gencode::NDUFS6::ENSG00000145494.7
gc19_pc.3utr::gencode::MTG1::ENSG00000148824.14	1	1	1	0.0119		0.98902		1	0	0	gc19_pc.3utr::gencode::MTG1::ENSG00000148824.14
gc19_pc.3utr::gencode::SOX3::ENSG00000134595.6	1	1	1	0.01191		0.9887		1	0	0	gc19_pc.3utr::gencode::SOX3::ENSG00000134595.6
gc19_pc.3utr::gencode::ZNF182::ENSG00000147118.6	1	1	1	0.01194		0.98924		1	0	0	gc19_pc.3utr::gencode::ZNF182::ENSG00000147118.6
gc19_pc.3utr::gencode::RASAL2::ENSG00000075391.12	11	11	11	0.01204	1.0	0.98796	0.999482160512664	11	0	0	gc19_pc.3utr::gencode::RASAL2::ENSG00000075391.12
gc19_pc.3utr::gencode::TMEM108::ENSG00000144868.9	12	12	12	0.01222	1.0	0.98778	0.999482160512664	12	0	0	gc19_pc.3utr::gencode::TMEM108::ENSG00000144868.9
gc19_pc.3utr::gencode::FCRL3::ENSG00000160856.16	10	10	10	0.01234	1.0	0.98766	0.999482160512664	10	0	0	gc19_pc.3utr::gencode::FCRL3::ENSG00000160856.16
gc19_pc.3utr::gencode::PDE4A::ENSG00000065989.11	4	4	4	0.01244	1.0	0.98756	0.999482160512664	4	0	0	gc19_pc.3utr::gencode::PDE4A::ENSG00000065989.11
gc19_pc.3utr::gencode::LPHN2::ENSG00000117114.15	3	3	3	0.01254	1.0	0.98746	0.999482160512664	3	0	0	gc19_pc.3utr::gencode::LPHN2::ENSG00000117114.15
gc19_pc.3utr::gencode::DLG5::ENSG00000151208.12	3	3	3	0.01267	1.0	0.98733	0.999482160512664	3	0	0	gc19_pc.3utr::gencode::DLG5::ENSG00000151208.12
gc19_pc.3utr::gencode::LAIR1::ENSG00000167613.11	6	6	6	0.0128	1.0	0.9872	0.9994721010800897	6	0	0	gc19_pc.3utr::gencode::LAIR1::ENSG00000167613.11
gc19_pc.3utr::gencode::PNCK::ENSG00000130822.11	2	2	2	0.01288	1.0	0.98712	0.9994721010800897	2	0	0	gc19_pc.3utr::gencode::PNCK::ENSG00000130822.11
gc19_pc.3utr::gencode::OR10A6::ENSG00000175393.2	1	1	1	0.01291		0.9945		1	0	0	gc19_pc.3utr::gencode::OR10A6::ENSG00000175393.2
gc19_pc.3utr::gencode::ARHGAP11A::ENSG00000198826.6	3	3	3	0.01297	1.0	0.98703	0.9994721010800897	3	0	0	gc19_pc.3utr::gencode::ARHGAP11A::ENSG00000198826.6
gc19_pc.3utr::gencode::MGAT1::ENSG00000131446.11	3	3	3	0.01315	1.0	0.98685	0.9994232596065641	3	0	0	gc19_pc.3utr::gencode::MGAT1::ENSG00000131446.11
gc19_pc.3utr::gencode::DAND5::ENSG00000179284.4	3	3	3	0.0133	1.0	0.9867	0.9993732110091743	3	0	0	gc19_pc.3utr::gencode::DAND5::ENSG00000179284.4
gc19_pc.3utr::gencode::FAM53C::ENSG00000120709.6	6	6	6	0.01346	1.0	0.98654	0.9993130227342236	6	0	0	gc19_pc.3utr::gencode::FAM53C::ENSG00000120709.6
gc19_pc.3utr::gencode::CWF19L1::ENSG00000095485.12	1	1	1	0.01347		0.9872		1	0	0	gc19_pc.3utr::gencode::CWF19L1::ENSG00000095485.12
gc19_pc.3utr::gencode::ZNF615::ENSG00000197619.9	5	5	5	0.01359	1.0	0.98641	0.9992832137030995	5	0	0	gc19_pc.3utr::gencode::ZNF615::ENSG00000197619.9
gc19_pc.3utr::gencode::TNFSF15::ENSG00000181634.7	11	11	10	0.01375	1.0	0.98625	0.9992230039767512	10	0	1	gc19_pc.3utr::gencode::TNFSF15::ENSG00000181634.7
gc19_pc.3utr::gencode::MLX::ENSG00000108788.7	5	5	5	0.01377	1.0	0.98623	0.9992230039767512	4	0	1	gc19_pc.3utr::gencode::MLX::ENSG00000108788.7
gc19_pc.3utr::gencode::DNER::ENSG00000187957.7	3	3	3	0.01392	1.0	0.98608	0.9992230039767512	3	0	0	gc19_pc.3utr::gencode::DNER::ENSG00000187957.7
gc19_pc.3utr::gencode::SYNDIG1::ENSG00000101463.5	3	3	3	0.01394	1.0	0.98606	0.9992230039767512	3	0	0	gc19_pc.3utr::gencode::SYNDIG1::ENSG00000101463.5
gc19_pc.3utr::gencode::SRSF2::ENSG00000161547.10	2	2	2	0.01403	1.0	0.98597	0.9992230039767512	2	0	0	gc19_pc.3utr::gencode::SRSF2::ENSG00000161547.10
gc19_pc.3utr::gencode::SPACA7::ENSG00000153498.7	1	1	1	0.01403		0.99421		1	0	0	gc19_pc.3utr::gencode::SPACA7::ENSG00000153498.7
gc19_pc.3utr::gencode::GJB4::ENSG00000189433.5	3	3	3	0.01409	1.0	0.98591	0.9992230039767512	3	0	0	gc19_pc.3utr::gencode::GJB4::ENSG00000189433.5
gc19_pc.3utr::gencode::FGF2::ENSG00000138685.8	8	8	8	0.01426	1.0	0.98574	0.9992230039767512	8	0	0	gc19_pc.3utr::gencode::FGF2::ENSG00000138685.8
gc19_pc.3utr::gencode::KRT78::ENSG00000170423.8	7	7	7	0.01428	1.0	0.98572	0.9992230039767512	7	0	0	gc19_pc.3utr::gencode::KRT78::ENSG00000170423.8
gc19_pc.3utr::gencode::AGT::ENSG00000135744.7	2	2	2	0.0143	1.0	0.9857	0.9992230039767512	1	0	1	gc19_pc.3utr::gencode::AGT::ENSG00000135744.7
gc19_pc.3utr::gencode::TBX3::ENSG00000135111.10	3	3	3	0.01443	1.0	0.98557	0.9992230039767512	3	0	0	gc19_pc.3utr::gencode::TBX3::ENSG00000135111.10
gc19_pc.3utr::gencode::CFLAR::ENSG00000003402.15	30	30	29	0.01445	1.0	0.98555	0.9992230039767512	26	0	4	gc19_pc.3utr::gencode::CFLAR::ENSG00000003402.15
gc19_pc.3utr::gencode::EMD::ENSG00000102119.6	1	1	1	0.01487		0.98577		1	0	0	gc19_pc.3utr::gencode::EMD::ENSG00000102119.6
gc19_pc.3utr::gencode::KIAA1024L::ENSG00000186367.5	10	10	10	0.01493	1.0	0.98507	0.9991481747652102	10	0	0	gc19_pc.3utr::gencode::KIAA1024L::ENSG00000186367.5
gc19_pc.3utr::gencode::NDNL2::ENSG00000185115.4	1	1	1	0.01504		0.98534		1	0	0	gc19_pc.3utr::gencode::NDNL2::ENSG00000185115.4
gc19_pc.3utr::gencode::FCGRT::ENSG00000104870.8	1	1	1	0.01505		0.98666		1	0	0	gc19_pc.3utr::gencode::FCGRT::ENSG00000104870.8
gc19_pc.3utr::gencode::ZNF500::ENSG00000103199.9	8	8	8	0.01507	1.0	0.98493	0.9991081653905053	8	0	0	gc19_pc.3utr::gencode::ZNF500::ENSG00000103199.9
gc19_pc.3utr::gencode::LMTK3::ENSG00000142235.4	1	1	1	0.0152		0.98528		1	0	0	gc19_pc.3utr::gencode::LMTK3::ENSG00000142235.4
gc19_pc.3utr::gencode::ZNF136::ENSG00000196646.7	4	4	4	0.01528	1.0	0.98472	0.9989971329385338	4	0	0	gc19_pc.3utr::gencode::ZNF136::ENSG00000196646.7
gc19_pc.3utr::gencode::ST7L::ENSG00000007341.14	4	4	4	0.01529	1.0	0.98471	0.9989971329385338	3	1	0	gc19_pc.3utr::gencode::ST7L::ENSG00000007341.14
gc19_pc.3utr::gencode::CD46::ENSG00000117335.14	3	3	3	0.01538	1.0	0.98462	0.9989971329385338	3	0	0	gc19_pc.3utr::gencode::CD46::ENSG00000117335.14
gc19_pc.3utr::gencode::ORC1::ENSG00000085840.8	2	2	2	0.01554	1.0	0.98447	0.9989971329385338	2	0	0	gc19_pc.3utr::gencode::ORC1::ENSG00000085840.8
gc19_pc.3utr::gencode::TEF::ENSG00000167074.10	9	9	9	0.01554	1.0	0.98446	0.9989971329385338	9	0	0	gc19_pc.3utr::gencode::TEF::ENSG00000167074.10
gc19_pc.3utr::gencode::SOX30::ENSG00000039600.6	1	1	1	0.01556		0.98696		1	0	0	gc19_pc.3utr::gencode::SOX30::ENSG00000039600.6
gc19_pc.3utr::gencode::INMT::ENSG00000241644.2	8	8	8	0.01561	1.0	0.98439	0.9989971329385338	8	0	0	gc19_pc.3utr::gencode::INMT::ENSG00000241644.2
gc19_pc.3utr::gencode::MRPS27::ENSG00000113048.12	5	5	5	0.01578	1.0	0.98422	0.9989971329385338	4	0	1	gc19_pc.3utr::gencode::MRPS27::ENSG00000113048.12
gc19_pc.3utr::gencode::CLCN4::ENSG00000073464.7	4	4	4	0.01586	1.0	0.98414	0.9989971329385338	4	0	0	gc19_pc.3utr::gencode::CLCN4::ENSG00000073464.7
gc19_pc.3utr::gencode::LAMC1::ENSG00000135862.5	10	10	10	0.01592	1.0	0.98408	0.9989971329385338	10	0	0	gc19_pc.3utr::gencode::LAMC1::ENSG00000135862.5
gc19_pc.3utr::gencode::MEX3C::ENSG00000176624.9	6	6	6	0.01605	1.0	0.98395	0.9989971329385338	6	0	0	gc19_pc.3utr::gencode::MEX3C::ENSG00000176624.9
gc19_pc.3utr::gencode::QSER1::ENSG00000060749.10	4	4	4	0.01611	1.0	0.98389	0.9989971329385338	4	0	0	gc19_pc.3utr::gencode::QSER1::ENSG00000060749.10
gc19_pc.3utr::gencode::DAB2IP::ENSG00000136848.12	8	8	7	0.01611	1.0	0.98389	0.9989971329385338	8	0	0	gc19_pc.3utr::gencode::DAB2IP::ENSG00000136848.12
gc19_pc.3utr::gencode::EMILIN3::ENSG00000183798.4	5	5	5	0.01615	1.0	0.98385	0.9989971329385338	5	0	0	gc19_pc.3utr::gencode::EMILIN3::ENSG00000183798.4
gc19_pc.3utr::gencode::CA5B::ENSG00000169239.8	2	2	2	0.01625	1.0	0.98375	0.9989971329385338	2	0	0	gc19_pc.3utr::gencode::CA5B::ENSG00000169239.8
gc19_pc.3utr::gencode::ARIH2::ENSG00000177479.15	2	2	2	0.01637	1.0	0.98363	0.9989971329385338	2	0	0	gc19_pc.3utr::gencode::ARIH2::ENSG00000177479.15
gc19_pc.3utr::gencode::GSTM5::ENSG00000134201.6	3	3	3	0.01638	1.0	0.98362	0.9989971329385338	3	0	0	gc19_pc.3utr::gencode::GSTM5::ENSG00000134201.6
gc19_pc.3utr::gencode::FBXL8::ENSG00000135722.4	1	1	1	0.01674		0.9846		1	0	0	gc19_pc.3utr::gencode::FBXL8::ENSG00000135722.4
gc19_pc.3utr::gencode::PBX4::ENSG00000105717.9	3	3	3	0.01684	1.0	0.98316	0.9989971329385338	3	0	0	gc19_pc.3utr::gencode::PBX4::ENSG00000105717.9
gc19_pc.3utr::gencode::VWA1::ENSG00000179403.10	10	10	10	0.01695	1.0	0.98305	0.9989971329385338	10	0	0	gc19_pc.3utr::gencode::VWA1::ENSG00000179403.10
gc19_pc.3utr::gencode::ECT2::ENSG00000114346.9	3	3	3	0.01704	1.0	0.98296	0.9989971329385338	3	0	0	gc19_pc.3utr::gencode::ECT2::ENSG00000114346.9
gc19_pc.3utr::gencode::DOCK3::ENSG00000088538.12	5	5	5	0.01706	1.0	0.98294	0.9989971329385338	5	0	0	gc19_pc.3utr::gencode::DOCK3::ENSG00000088538.12
gc19_pc.3utr::gencode::SARS2::ENSG00000104835.10	2	2	2	0.01708	1.0	0.98292	0.9989971329385338	2	0	0	gc19_pc.3utr::gencode::SARS2::ENSG00000104835.10
gc19_pc.3utr::gencode::RABEPK::ENSG00000136933.12	1	1	1	0.01725		0.98296		1	0	0	gc19_pc.3utr::gencode::RABEPK::ENSG00000136933.12
gc19_pc.3utr::gencode::ILF3::ENSG00000129351.13	14	14	14	0.01733	1.0	0.98267	0.9989971329385338	14	0	0	gc19_pc.3utr::gencode::ILF3::ENSG00000129351.13
gc19_pc.3utr::gencode::VWF::ENSG00000110799.9	4	4	4	0.01737	1.0	0.98263	0.9989971329385338	4	0	0	gc19_pc.3utr::gencode::VWF::ENSG00000110799.9
gc19_pc.3utr::gencode::IFT20::ENSG00000109083.9	1	1	1	0.01738		0.98381		1	0	0	gc19_pc.3utr::gencode::IFT20::ENSG00000109083.9
gc19_pc.3utr::gencode::ZNF253::ENSG00000256771.2	4	4	4	0.01774	1.0	0.98226	0.9988471354006755	4	0	0	gc19_pc.3utr::gencode::ZNF253::ENSG00000256771.2
gc19_pc.3utr::gencode::AHNAK::ENSG00000124942.9	4	4	4	0.01782	1.0	0.98218	0.9988471354006755	3	0	1	gc19_pc.3utr::gencode::AHNAK::ENSG00000124942.9
gc19_pc.3utr::gencode::CCDC13::ENSG00000244607.1	3	3	3	0.01791	1.0	0.98209	0.9988471354006755	3	0	0	gc19_pc.3utr::gencode::CCDC13::ENSG00000244607.1
gc19_pc.3utr::gencode::CAST::ENSG00000153113.19	3	3	3	0.01809	1.0	0.98191	0.9987978869778869	3	0	0	gc19_pc.3utr::gencode::CAST::ENSG00000153113.19
gc19_pc.3utr::gencode::C6orf120::ENSG00000185127.5	3	3	2	0.01811	1.0	0.98189	0.9987978869778869	3	0	0	gc19_pc.3utr::gencode::C6orf120::ENSG00000185127.5
gc19_pc.3utr::gencode::NIPBL::ENSG00000164190.12	4	4	4	0.01813	1.0	0.98187	0.9987978869778869	4	0	0	gc19_pc.3utr::gencode::NIPBL::ENSG00000164190.12
gc19_pc.3utr::gencode::RPL7::ENSG00000147604.9	1	1	1	0.01823		0.9828		1	0	0	gc19_pc.3utr::gencode::RPL7::ENSG00000147604.9
gc19_pc.3utr::gencode::NUCB1::ENSG00000104805.11	3	3	3	0.01825	1.0	0.98175	0.9987978869778869	3	0	0	gc19_pc.3utr::gencode::NUCB1::ENSG00000104805.11
gc19_pc.3utr::gencode::ITIH6::ENSG00000102313.8	1	1	1	0.01838		0.98183		1	0	0	gc19_pc.3utr::gencode::ITIH6::ENSG00000102313.8
gc19_pc.3utr::gencode::NLRP13::ENSG00000173572.7	1	1	1	0.01844		0.98242		1	0	0	gc19_pc.3utr::gencode::NLRP13::ENSG00000173572.7
gc19_pc.3utr::gencode::PTRF::ENSG00000177469.12	7	7	7	0.01844	1.0	0.98156	0.9987978869778869	7	0	0	gc19_pc.3utr::gencode::PTRF::ENSG00000177469.12
gc19_pc.3utr::gencode::C8orf82::ENSG00000213563.2	3	3	3	0.01873	1.0	0.98128	0.998668245416368	3	0	0	gc19_pc.3utr::gencode::C8orf82::ENSG00000213563.2
gc19_pc.3utr::gencode::MIPOL1::ENSG00000151338.14	9	9	8	0.01876	1.0	0.98124	0.998668245416368	9	0	0	gc19_pc.3utr::gencode::MIPOL1::ENSG00000151338.14
gc19_pc.3utr::gencode::AC024940.1::ENSG00000177340.4	1	1	1	0.01894		0.98146		1	0	0	gc19_pc.3utr::gencode::AC024940.1::ENSG00000177340.4
gc19_pc.3utr::gencode::DNAH8::ENSG00000124721.13	1	1	1	0.01897		0.98173		1	0	0	gc19_pc.3utr::gencode::DNAH8::ENSG00000124721.13
gc19_pc.3utr::gencode::RP11-108K14.8::ENSG00000254536.1	1	1	1	0.01899		0.98267		1	0	0	gc19_pc.3utr::gencode::RP11-108K14.8::ENSG00000254536.1
gc19_pc.3utr::gencode::MLXIPL::ENSG00000009950.11	6	6	6	0.01917	1.0	0.98083	0.9984148017621145	4	1	1	gc19_pc.3utr::gencode::MLXIPL::ENSG00000009950.11
gc19_pc.3utr::gencode::BUB1B::ENSG00000156970.8	1	1	1	0.01931		0.98245		1	0	0	gc19_pc.3utr::gencode::BUB1B::ENSG00000156970.8
gc19_pc.3utr::gencode::TP53INP1::ENSG00000164938.9	6	6	6	0.01937	1.0	0.98063	0.9983134918032787	6	0	0	gc19_pc.3utr::gencode::TP53INP1::ENSG00000164938.9
gc19_pc.3utr::gencode::ATP6AP1::ENSG00000071553.12	1	1	1	0.01943		0.98118		1	0	0	gc19_pc.3utr::gencode::ATP6AP1::ENSG00000071553.12
gc19_pc.3utr::gencode::GRAMD2::ENSG00000175318.7	9	9	9	0.01947	1.0	0.98053	0.9983134918032787	9	0	0	gc19_pc.3utr::gencode::GRAMD2::ENSG00000175318.7
gc19_pc.3utr::gencode::CDK5R1::ENSG00000176749.4	8	8	8	0.01963	1.0	0.98037	0.9982533633941381	7	0	1	gc19_pc.3utr::gencode::CDK5R1::ENSG00000176749.4
gc19_pc.3utr::gencode::CHI3L1::ENSG00000133048.8	2	2	2	0.01967	1.0	0.98033	0.9982533633941381	2	0	0	gc19_pc.3utr::gencode::CHI3L1::ENSG00000133048.8
gc19_pc.3utr::gencode::CTD-2368P22.1::ENSG00000176593.3	15	15	15	0.01983	1.0	0.98017	0.9982533633941381	15	0	0	gc19_pc.3utr::gencode::CTD-2368P22.1::ENSG00000176593.3
gc19_pc.3utr::gencode::PRSS21::ENSG00000007038.6	1	1	1	0.01983		0.98356		1	0	0	gc19_pc.3utr::gencode::PRSS21::ENSG00000007038.6
gc19_pc.3utr::gencode::TMEM158::ENSG00000249992.1	1	1	1	0.02044		0.98026		1	0	0	gc19_pc.3utr::gencode::TMEM158::ENSG00000249992.1
gc19_pc.3utr::gencode::FAM150B::ENSG00000189292.11	1	1	1	0.02046		0.98082		1	0	0	gc19_pc.3utr::gencode::FAM150B::ENSG00000189292.11
gc19_pc.3utr::gencode::REEP1::ENSG00000068615.12	4	4	4	0.02048	1.0	0.97952	0.9976945894413122	4	0	0	gc19_pc.3utr::gencode::REEP1::ENSG00000068615.12
gc19_pc.3utr::gencode::IL23R::ENSG00000162594.10	5	5	5	0.02051	1.0	0.97949	0.9976945894413122	4	0	1	gc19_pc.3utr::gencode::IL23R::ENSG00000162594.10
gc19_pc.3utr::gencode::GHITM::ENSG00000165678.15	2	2	2	0.02052	1.0	0.97948	0.9976945894413122	2	0	0	gc19_pc.3utr::gencode::GHITM::ENSG00000165678.15
gc19_pc.3utr::gencode::PAFAH1B3::ENSG00000079462.3	1	1	1	0.02054		0.99068		1	0	0	gc19_pc.3utr::gencode::PAFAH1B3::ENSG00000079462.3
gc19_pc.3utr::gencode::ARHGAP39::ENSG00000147799.7	3	3	3	0.0206	1.0	0.9794	0.9976945894413122	3	0	0	gc19_pc.3utr::gencode::ARHGAP39::ENSG00000147799.7
gc19_pc.3utr::gencode::BTN3A2::ENSG00000186470.9	6	6	6	0.02069	1.0	0.97931	0.9976945894413122	6	0	0	gc19_pc.3utr::gencode::BTN3A2::ENSG00000186470.9
gc19_pc.3utr::gencode::KDM5C::ENSG00000126012.7	1	1	1	0.0207		0.97969		1	0	0	gc19_pc.3utr::gencode::KDM5C::ENSG00000126012.7
gc19_pc.3utr::gencode::AP2A2::ENSG00000183020.9	4	4	4	0.02071	1.0	0.97929	0.9976945894413122	4	0	0	gc19_pc.3utr::gencode::AP2A2::ENSG00000183020.9
gc19_pc.3utr::gencode::NHSL1::ENSG00000135540.7	1	1	1	0.02077		0.97962		0	0	1	gc19_pc.3utr::gencode::NHSL1::ENSG00000135540.7
gc19_pc.3utr::gencode::DCBLD1::ENSG00000164465.14	2	2	2	0.02078	1.0	0.97922	0.9976945894413122	2	0	0	gc19_pc.3utr::gencode::DCBLD1::ENSG00000164465.14
gc19_pc.3utr::gencode::DZIP1::ENSG00000134874.13	12	12	11	0.02104	1.0	0.97896	0.9976945894413122	10	0	2	gc19_pc.3utr::gencode::DZIP1::ENSG00000134874.13
gc19_pc.3utr::gencode::CPSF6::ENSG00000111605.12	7	7	7	0.02111	1.0	0.97889	0.9976945894413122	7	0	0	gc19_pc.3utr::gencode::CPSF6::ENSG00000111605.12
gc19_pc.3utr::gencode::GLI3::ENSG00000106571.8	19	18	18	0.02113	1.0	0.97887	0.9976945894413122	18	0	1	gc19_pc.3utr::gencode::GLI3::ENSG00000106571.8
gc19_pc.3utr::gencode::ARHGAP33::ENSG00000004777.14	1	1	1	0.02123		0.98021		1	0	0	gc19_pc.3utr::gencode::ARHGAP33::ENSG00000004777.14
gc19_pc.3utr::gencode::TIMM17A::ENSG00000134375.6	1	1	1	0.0215		0.9789		1	0	0	gc19_pc.3utr::gencode::TIMM17A::ENSG00000134375.6
gc19_pc.3utr::gencode::ARAP3::ENSG00000120318.11	3	3	3	0.02155	1.0	0.97845	0.997627419189328	3	0	0	gc19_pc.3utr::gencode::ARAP3::ENSG00000120318.11
gc19_pc.3utr::gencode::ZNF157::ENSG00000147117.7	1	1	1	0.02163		0.97901		1	0	0	gc19_pc.3utr::gencode::ZNF157::ENSG00000147117.7
gc19_pc.3utr::gencode::ZNF397::ENSG00000186812.8	4	4	4	0.02168	1.0	0.97832	0.9975972413793103	4	0	0	gc19_pc.3utr::gencode::ZNF397::ENSG00000186812.8
gc19_pc.3utr::gencode::CPT1A::ENSG00000110090.8	7	7	7	0.02176	1.0	0.97824	0.9975972413793103	6	0	1	gc19_pc.3utr::gencode::CPT1A::ENSG00000110090.8
gc19_pc.3utr::gencode::BACH1::ENSG00000156273.11	1	1	1	0.02183		0.97836		1	0	0	gc19_pc.3utr::gencode::BACH1::ENSG00000156273.11
gc19_pc.3utr::gencode::BIN3::ENSG00000147439.7	1	1	1	0.02191		0.97822		1	0	0	gc19_pc.3utr::gencode::BIN3::ENSG00000147439.7
gc19_pc.3utr::gencode::GRIK3::ENSG00000163873.5	24	24	22	0.022	1.0	0.978	0.9974756723465407	24	0	0	gc19_pc.3utr::gencode::GRIK3::ENSG00000163873.5
gc19_pc.3utr::gencode::CCDC169::ENSG00000242715.3	5	5	5	0.02201	1.0	0.97799	0.9974756723465407	4	1	0	gc19_pc.3utr::gencode::CCDC169::ENSG00000242715.3
gc19_pc.3utr::gencode::POLD3::ENSG00000077514.4	1	1	1	0.02211		0.978		1	0	0	gc19_pc.3utr::gencode::POLD3::ENSG00000077514.4
gc19_pc.3utr::gencode::FAM184A::ENSG00000111879.14	1	1	1	0.02213		0.97807		1	0	0	gc19_pc.3utr::gencode::FAM184A::ENSG00000111879.14
gc19_pc.3utr::gencode::DUSP7::ENSG00000164086.8	9	9	9	0.02231	1.0	0.97769	0.9973642546201231	9	0	0	gc19_pc.3utr::gencode::DUSP7::ENSG00000164086.8
gc19_pc.3utr::gencode::TXNIP::ENSG00000117289.7	8	8	8	0.02277	1.0	0.97723	0.9969973590717733	8	0	0	gc19_pc.3utr::gencode::TXNIP::ENSG00000117289.7
gc19_pc.3utr::gencode::ERMP1::ENSG00000099219.9	2	2	2	0.02309	1.0	0.97691	0.996773234750462	2	0	0	gc19_pc.3utr::gencode::ERMP1::ENSG00000099219.9
gc19_pc.3utr::gencode::DEPTOR::ENSG00000155792.5	4	4	4	0.0231	1.0	0.9769	0.996773234750462	4	0	0	gc19_pc.3utr::gencode::DEPTOR::ENSG00000155792.5
gc19_pc.3utr::gencode::MMS22L::ENSG00000146263.7	9	9	9	0.02321	1.0	0.97679	0.996773234750462	9	0	0	gc19_pc.3utr::gencode::MMS22L::ENSG00000146263.7
gc19_pc.3utr::gencode::TEX36::ENSG00000175018.8	3	3	3	0.02324	1.0	0.97676	0.996773234750462	3	0	0	gc19_pc.3utr::gencode::TEX36::ENSG00000175018.8
gc19_pc.3utr::gencode::CENPBD1::ENSG00000177946.4	3	3	3	0.02354	1.0	0.97646	0.9967235011300596	3	0	0	gc19_pc.3utr::gencode::CENPBD1::ENSG00000177946.4
gc19_pc.3utr::gencode::RARG::ENSG00000172819.12	1	1	1	0.02361		0.97658		1	0	0	gc19_pc.3utr::gencode::RARG::ENSG00000172819.12
gc19_pc.3utr::gencode::LPIN3::ENSG00000132793.7	4	4	4	0.02363	1.0	0.97637	0.9967235011300596	4	0	0	gc19_pc.3utr::gencode::LPIN3::ENSG00000132793.7
gc19_pc.3utr::gencode::ABHD4::ENSG00000100439.6	3	3	3	0.02366	1.0	0.97634	0.9967235011300596	3	0	0	gc19_pc.3utr::gencode::ABHD4::ENSG00000100439.6
gc19_pc.3utr::gencode::AC026703.1::ENSG00000181495.1	4	4	4	0.02376	1.0	0.97624	0.9967235011300596	4	0	0	gc19_pc.3utr::gencode::AC026703.1::ENSG00000181495.1
gc19_pc.3utr::gencode::GRPEL1::ENSG00000109519.8	3	3	3	0.02382	1.0	0.97618	0.9967235011300596	2	0	1	gc19_pc.3utr::gencode::GRPEL1::ENSG00000109519.8
gc19_pc.3utr::gencode::PTGER2::ENSG00000125384.6	1	1	1	0.02387		0.97651		1	0	0	gc19_pc.3utr::gencode::PTGER2::ENSG00000125384.6
gc19_pc.3utr::gencode::ADCY2::ENSG00000078295.11	15	15	14	0.02394	1.0	0.97606	0.9967235011300596	15	0	0	gc19_pc.3utr::gencode::ADCY2::ENSG00000078295.11
gc19_pc.3utr::gencode::CASD1::ENSG00000127995.12	4	3	4	0.02398	1.0	0.97602	0.9967235011300596	3	1	0	gc19_pc.3utr::gencode::CASD1::ENSG00000127995.12
gc19_pc.3utr::gencode::ARCN1::ENSG00000095139.9	4	4	4	0.02407	1.0	0.97593	0.9967235011300596	3	0	1	gc19_pc.3utr::gencode::ARCN1::ENSG00000095139.9
gc19_pc.3utr::gencode::PEX5::ENSG00000139197.6	3	3	3	0.02414	1.0	0.97586	0.9967235011300596	3	0	0	gc19_pc.3utr::gencode::PEX5::ENSG00000139197.6
gc19_pc.3utr::gencode::BCL11A::ENSG00000119866.16	17	17	16	0.02416	1.0	0.97584	0.9967235011300596	17	0	0	gc19_pc.3utr::gencode::BCL11A::ENSG00000119866.16
gc19_pc.3utr::gencode::CCDC64B::ENSG00000162069.10	1	1	1	0.02418		0.97656		1	0	0	gc19_pc.3utr::gencode::CCDC64B::ENSG00000162069.10
gc19_pc.3utr::gencode::FASTKD3::ENSG00000124279.7	1	1	1	0.0242		0.97697		1	0	0	gc19_pc.3utr::gencode::FASTKD3::ENSG00000124279.7
gc19_pc.3utr::gencode::NUP62::ENSG00000213024.6	7	7	7	0.02422	1.0	0.97578	0.9967235011300596	6	0	1	gc19_pc.3utr::gencode::NUP62::ENSG00000213024.6
gc19_pc.3utr::gencode::TTC9::ENSG00000133985.2	6	6	6	0.02427	1.0	0.97573	0.9967235011300596	5	0	1	gc19_pc.3utr::gencode::TTC9::ENSG00000133985.2
gc19_pc.3utr::gencode::ZNF771::ENSG00000179965.7	4	4	4	0.02433	1.0	0.97567	0.9967235011300596	4	0	0	gc19_pc.3utr::gencode::ZNF771::ENSG00000179965.7
gc19_pc.3utr::gencode::AF165138.7::ENSG00000243440.2	1	1	1	0.02464		0.97571		0	0	1	gc19_pc.3utr::gencode::AF165138.7::ENSG00000243440.2
